// alignID alignOntime alignSitch alignPitch alignOnvel refID refOntime refSitch refPitch refOnvel
375	54.9456	Bb2	46	60	389	30.125	Bb2	46	80	
376	55.1795	F#4	66	91	390	30.25	F#4	66	80	
377	55.2009	B2	47	46	391	30.25	B2	47	80	
378	55.4146	C#3	49	56	392	30.375	C#3	49	80	
379	55.6411	F4	65	84	393	30.5	F4	65	80	
380	55.6571	B2	47	61	394	30.5	B2	47	80	
381	55.8451	Bb2	46	60	395	30.625	Bb2	46	80	
382	56.0983	F#4	66	86	396	30.75	F#4	66	80	
383	56.1165	G#2	44	53	397	30.75	G#2	44	80	
384	56.312	F#2	42	52	398	30.875	F#2	42	80	
385	56.5545	G#4	68	81	400	31	G#4	68	80	
386	56.5716	F2	41	43	401	31	F2	41	80	
387	56.5716	C#5	73	62	399	31	C#5	73	80	
388	57.015	F3	53	54	403	31.25	F3	53	80	
389	57.0246	B3	59	50	402	31.25	B3	59	80	
390	57.4477	C#4	61	74	404	31.5	C#4	61	80	
391	57.4627	Bb3	58	59	405	31.5	Bb3	58	80	
392	57.499	F#3	54	35	406	31.5	F#3	54	80	
393	57.8996	Eb4	63	72	407	31.75	Eb4	63	80	
394	57.9007	G#3	56	52	408	31.75	G#3	56	80	
395	57.9199	F3	53	42	409	31.75	F3	53	80	
396	58.0973	F4	65	76	410	31.875	F4	65	80	
397	58.3494	F#4	66	86	411	32	F#4	66	80	
398	58.3537	F#3	54	64	412	32	F#3	54	80	
399	58.3644	Eb3	51	53	413	32	Eb3	51	80	
400	58.7939	G#4	68	80	415	32.25	G#4	68	80	
401	58.7981	B4	71	69	414	32.25	B4	71	80	
402	59.0075	Bb4	70	61	417	32.375	Bb4	70	80	
403	59.015	C#5	73	69	416	32.375	C#5	73	80	
404	59.2404	Eb5	75	83	418	32.5	Eb5	75	80	
405	59.2511	B4	71	66	419	32.5	B4	71	80	
406	59.4445	F5	77	75	420	32.625	F5	77	80	
407	59.4509	G#3	56	58	421	32.625	G#3	56	80	
408	59.6635	C#3	49	58	425	32.75	C#3	49	80	
409	59.6667	F#5	78	80	422	32.75	F#5	78	80	
410	59.6742	F#3	54	57	424	32.75	F#3	54	80	
411	59.6785	Bb4	70	71	423	32.75	Bb4	70	80	
412	59.8932	F3	53	68	426	32.875	F3	53	80	
413	60.1283	G#4	68	79	427	33	G#4	68	80	
